Kabupaten/Kota;Status Kabupaten/Kota;Kecamatan;Desa/Kelurahan;Status Desa/Kelurahan
Batu Bara;Kabupaten;Datuk Tanah Datar;Sumber Tani;Desa
Batu Bara;Kabupaten;Laut Tador;Dewi Sri;Desa
Batu Bara;Kabupaten;Laut Tador;Kandangan;Desa
Batu Bara;Kabupaten;Laut Tador;Laut Tador;Desa
Batu Bara;Kabupaten;Laut Tador;Mekar Sari;Desa
Batu Bara;Kabupaten;Laut Tador;Pelanggiran Laut Tador;Desa
Batu Bara;Kabupaten;Laut Tador;Perkebunan Tanjung Kasau;Desa
Batu Bara;Kabupaten;Laut Tador;Sei Simujur;Desa
Batu Bara;Kabupaten;Laut Tador;Tanjung Kasau;Desa
Batu Bara;Kabupaten;Laut Tador;Tanjung Prapat;Desa
Batu Bara;Kabupaten;Laut Tador;Tanjung Seri;Desa
Batu Bara;Kabupaten;Limapuluh;Antara;Desa
Batu Bara;Kabupaten;Limapuluh;Mangkai Baru;Desa
Batu Bara;Kabupaten;Limapuluh;Mangkai Lama;Desa
Batu Bara;Kabupaten;Limapuluh;Perkebunan Dolok;Desa
Batu Bara;Kabupaten;Limapuluh;Perkebunan Kwala Gunung;Desa
Batu Bara;Kabupaten;Limapuluh;Perkebunan Lima Puluh;Desa
Batu Bara;Kabupaten;Limapuluh;Perkebunan Limau Manis;Desa
Batu Bara;Kabupaten;Limapuluh;Perkebunan Tanah Gambus;Desa
Batu Bara;Kabupaten;Limapuluh;Simpang Gambus;Desa
Batu Bara;Kabupaten;Limapuluh;Sumber Makmur;Desa
Batu Bara;Kabupaten;Limapuluh;Sumber Padi;Desa
Batu Bara;Kabupaten;Limapuluh;Lima Puluh Kota;Kelurahan
Batu Bara;Kabupaten;Lima Puluh Pesisir;Barung-barung;Desa
Batu Bara;Kabupaten;Lima Puluh Pesisir;Bulan-bulan;Desa
Batu Bara;Kabupaten;Lima Puluh Pesisir;Gambus Laut;Desa
Batu Bara;Kabupaten;Lima Puluh Pesisir;Gunung Bandung;Desa
Batu Bara;Kabupaten;Lima Puluh Pesisir;Guntung;Desa
Batu Bara;Kabupaten;Lima Puluh Pesisir;Lubuk Cuik;Desa
Batu Bara;Kabupaten;Lima Puluh Pesisir;Pasir Permit;Desa
Batu Bara;Kabupaten;Lima Puluh Pesisir;Pematang Panjang;Desa
Batu Bara;Kabupaten;Lima Puluh Pesisir;Pematang Tengah;Desa
Batu Bara;Kabupaten;Lima Puluh Pesisir;Perupuk;Desa
Batu Bara;Kabupaten;Lima Puluh Pesisir;Tanah Itam Ilir;Desa
Batu Bara;Kabupaten;Lima Puluh Pesisir;Titi Putih;Desa
Batu Bara;Kabupaten;Lima Puluh Pesisir;Titi Merah;Desa
Batu Bara;Kabupaten;Medang Deras;Aek Nauli;Desa
Batu Bara;Kabupaten;Medang Deras;Cengkering Pekan;Desa
Batu Bara;Kabupaten;Medang Deras;Durian;Desa
Batu Bara;Kabupaten;Medang Deras;Lalang;Desa
Batu Bara;Kabupaten;Medang Deras;Mandarsah;Desa
Batu Bara;Kabupaten;Medang Deras;Medang;Desa
Batu Bara;Kabupaten;Medang Deras;Medang Baru;Desa
Batu Bara;Kabupaten;Medang Deras;Nenas Siam;Desa
Batu Bara;Kabupaten;Medang Deras;Pakam;Desa
Batu Bara;Kabupaten;Medang Deras;Pakam Raya;Desa
Batu Bara;Kabupaten;Medang Deras;Pakam Raya Selatan;Desa
Batu Bara;Kabupaten;Medang Deras;Pematang Cengkring;Desa
Batu Bara;Kabupaten;Medang Deras;Pematang Nibung;Desa
Batu Bara;Kabupaten;Medang Deras;Sei Buah Keras;Desa
Batu Bara;Kabupaten;Medang Deras;Sei Raja;Desa
Batu Bara;Kabupaten;Medang Deras;Sei Rakyat;Desa
Batu Bara;Kabupaten;Medang Deras;Sido Mulyo;Desa
Batu Bara;Kabupaten;Medang Deras;Tanjung Sigoni;Desa
Batu Bara;Kabupaten;Medang Deras;Pagurawan;Kelurahan
Batu Bara;Kabupaten;Medang Deras;Pangkalan Dodek;Kelurahan
Batu Bara;Kabupaten;Medang Deras;Pangkalan Dodek Baru;Kelurahan
Batu Bara;Kabupaten;Nibung Hangus;Bagan Baru;Desa
Batu Bara;Kabupaten;Nibung Hangus;Bandar Sono;Desa
Batu Bara;Kabupaten;Nibung Hangus;Jati Mulia;Desa
Batu Bara;Kabupaten;Nibung Hangus;Kapal Merah;Desa
Batu Bara;Kabupaten;Nibung Hangus;Lima Laras;Desa
Batu Bara;Kabupaten;Nibung Hangus;Mekar Laras;Desa
Batu Bara;Kabupaten;Nibung Hangus;Pematang Rambai;Desa
Batu Bara;Kabupaten;Nibung Hangus;Sei Mentaram;Desa
Batu Bara;Kabupaten;Nibung Hangus;Sentang;Desa
Batu Bara;Kabupaten;Nibung Hangus;Tali Air Permai;Desa
Batu Bara;Kabupaten;Nibung Hangus;Tanjung Mulia;Desa
Batu Bara;Kabupaten;Nibung Hangus;Ujung Kubu;Desa
Batu Bara;Kabupaten;Sei Balai;Benteng Jaya;Desa
Batu Bara;Kabupaten;Sei Balai;Durian;Desa
Batu Bara;Kabupaten;Sei Balai;Kwala Sikasim;Desa
Batu Bara;Kabupaten;Sei Balai;Mekar Baru;Desa
Batu Bara;Kabupaten;Sei Balai;Mekar Mulio;Desa
Batu Bara;Kabupaten;Sei Balai;Perjuangan;Desa
Batu Bara;Kabupaten;Sei Balai;Perkebunan Sei Balai;Desa
Batu Bara;Kabupaten;Sei Balai;Perkebunan Sei Bejangkar;Desa
Batu Bara;Kabupaten;Sei Balai;Sei Balai;Desa
Batu Bara;Kabupaten;Sei Balai;Sei Bejangkar;Desa
Batu Bara;Kabupaten;Sei Balai;Sidomulyo;Desa
Batu Bara;Kabupaten;Sei Balai;Suka Ramai;Desa
Batu Bara;Kabupaten;Sei Balai;Suko Rejo;Desa
Batu Bara;Kabupaten;Sei Balai;Tanah Timbul;Desa
Batu Bara;Kabupaten;Sei Suka;Brohol;Desa
Batu Bara;Kabupaten;Sei Suka;Kuala Indah;Desa
Batu Bara;Kabupaten;Sei Suka;Kuala Tanjung;Desa
Batu Bara;Kabupaten;Sei Suka;Pematang Jering;Desa
Batu Bara;Kabupaten;Sei Suka;Pematang Kuning;Desa
Batu Bara;Kabupaten;Sei Suka;Sei Suka Deras;Desa
Batu Bara;Kabupaten;Sei Suka;Simodong;Desa
Batu Bara;Kabupaten;Sei Suka;Simpang Kopi;Desa
Batu Bara;Kabupaten;Sei Suka;Tanjung Gading;Desa
Batu Bara;Kabupaten;Sei Suka;Perkebunan Sipare-pare;Kelurahan
Batu Bara;Kabupaten;Talawi;Benteng;Desa
Batu Bara;Kabupaten;Talawi;Dahari Indah;Desa
Batu Bara;Kabupaten;Talawi;Dahari Selebar;Desa
Batu Bara;Kabupaten;Talawi;Gunung Rante;Desa
Batu Bara;Kabupaten;Talawi;Indrayaman;Desa
Batu Bara;Kabupaten;Talawi;Mesjid Lama;Desa
Batu Bara;Kabupaten;Talawi;Padang Genting;Desa
Batu Bara;Kabupaten;Talawi;Pahang;Desa
Batu Bara;Kabupaten;Talawi;Panjang;Desa
Batu Bara;Kabupaten;Talawi;Labuhan Ruku;Kelurahan
Batu Bara;Kabupaten;Tanjung Tiram;Bagan Dalam;Desa
Batu Bara;Kabupaten;Tanjung Tiram;Bandar Rahmat;Desa
Batu Bara;Kabupaten;Tanjung Tiram;Bogak;Desa
Batu Bara;Kabupaten;Tanjung Tiram;Guntung;Desa
Batu Bara;Kabupaten;Tanjung Tiram;Lalang;Desa
Batu Bara;Kabupaten;Tanjung Tiram;Pahlawan;Desa
Batu Bara;Kabupaten;Tanjung Tiram;Suka Jaya;Desa
Batu Bara;Kabupaten;Tanjung Tiram;Suka Maju;Desa
Batu Bara;Kabupaten;Tanjung Tiram;Bagan Arya;Kelurahan
Batu Bara;Kabupaten;Tanjung Tiram;Tanjung Tiram Kota;Kelurahan
Deli Serdang;Kabupaten;Sibolangit;Bandar Baru;Desa
Deli Serdang;Kabupaten;Sibolangit;Batu Layang;Desa
Deli Serdang;Kabupaten;Sibolangit;Batu Mbelin;Desa
Deli Serdang;Kabupaten;Sibolangit;Bengkurung;Desa
Deli Serdang;Kabupaten;Sibolangit;Betimus Baru;Desa
Deli Serdang;Kabupaten;Sibolangit;Bingkawan;Desa
Deli Serdang;Kabupaten;Sibolangit;Buah Nabar;Desa
Deli Serdang;Kabupaten;Sibolangit;Bukum;Desa
Deli Serdang;Kabupaten;Sibolangit;Buluh Awar;Desa
Deli Serdang;Kabupaten;Sibolangit;Cinta Rakyat;Desa
Deli Serdang;Kabupaten;Sibolangit;Durin Serugun;Desa
Deli Serdang;Kabupaten;Sibolangit;Ketangkuhen;Desa
Deli Serdang;Kabupaten;Sibolangit;Kuala;Desa
Deli Serdang;Kabupaten;Sibolangit;Martelu;Desa
Deli Serdang;Kabupaten;Sibolangit;Negri Gugung;Desa
Deli Serdang;Kabupaten;Sibolangit;Puang Aja;Desa
Deli Serdang;Kabupaten;Sibolangit;Rambung Baru;Desa
Deli Serdang;Kabupaten;Sibolangit;Rumah Kinangkung SP;Desa
Deli Serdang;Kabupaten;Sibolangit;Rumah Pil-Pil;Desa
Deli Serdang;Kabupaten;Sibolangit;Rumah Sumbul;Desa
Deli Serdang;Kabupaten;Sibolangit;Sala Bulan;Desa
Deli Serdang;Kabupaten;Sibolangit;Sayum Sabah;Desa
Deli Serdang;Kabupaten;Sibolangit;Sembahe;Desa
Deli Serdang;Kabupaten;Sibolangit;Sibolangit;Desa
Deli Serdang;Kabupaten;Sibolangit;Sikeben;Desa
Deli Serdang;Kabupaten;Sibolangit;Suka Maju;Desa
Deli Serdang;Kabupaten;Sibolangit;Suka Makmur;Desa
Deli Serdang;Kabupaten;Sibolangit;Tambunen;Desa
Deli Serdang;Kabupaten;Sibolangit;Tanjung Beringin;Desa
Deli Serdang;Kabupaten;Sibolangit;Ujung Deleng;Desa
Deli Serdang;Kabupaten;Pancur Batu;Baru;Desa
Deli Serdang;Kabupaten;Pancur Batu;Bintang Meriah;Desa
Deli Serdang;Kabupaten;Pancur Batu;Durian Jangak;Desa
Deli Serdang;Kabupaten;Pancur Batu;Durin Simbelang;Desa
Deli Serdang;Kabupaten;Pancur Batu;Durin Tonggal;Desa
Deli Serdang;Kabupaten;Pancur Batu;Gunung Tinggi;Desa
Deli Serdang;Kabupaten;Pancur Batu;Baru;Desa
Deli Serdang;Kabupaten;Pancur Batu;Kampung Tengah;Desa
Deli Serdang;Kabupaten;Pancur Batu;Lama;Desa
Deli Serdang;Kabupaten;Pancur Batu;Namo Bintang;Desa
Deli Serdang;Kabupaten;Pancur Batu;Namo Riam;Desa
Deli Serdang;Kabupaten;Pancur Batu;Namo Rih;Desa
Deli Serdang;Kabupaten;Pancur Batu;Namo Simpur;Desa
Deli Serdang;Kabupaten;Pancur Batu;Pertampilen;Desa
Deli Serdang;Kabupaten;Pancur Batu;Perumnas Simalingkar;Desa
Deli Serdang;Kabupaten;Pancur Batu;Salam Tani;Desa
Deli Serdang;Kabupaten;Pancur Batu;Sei Gelugur;Desa
Deli Serdang;Kabupaten;Pancur Batu;Sembahe Baru;Desa
Deli Serdang;Kabupaten;Pancur Batu;Simalingkar A;Desa
Deli Serdang;Kabupaten;Pancur Batu;Sugau;Desa
Deli Serdang;Kabupaten;Pancur Batu;Suka Raya;Desa
Deli Serdang;Kabupaten;Pancur Batu;Tanjung Anom;Desa
Deli Serdang;Kabupaten;Pancur Batu;Tiang Layar;Desa
Deli Serdang;Kabupaten;Pancur Batu;Tuntungan I;Desa
Deli Serdang;Kabupaten;Pancur Batu;Tuntungan II;Desa
Deli Serdang;Kabupaten;Kutalimbaru;Kuala Lau Bicik;Desa
Deli Serdang;Kabupaten;Kutalimbaru;Kuta Limbaru;Desa
Deli Serdang;Kabupaten;Kutalimbaru;Lau Bakeri;Desa
Deli Serdang;Kabupaten;Kutalimbaru;Namo Mirik;Desa
Deli Serdang;Kabupaten;Kutalimbaru;Namo Rube Julu;Desa
Deli Serdang;Kabupaten;Kutalimbaru;Pasar X;Desa
Deli Serdang;Kabupaten;Kutalimbaru;Perpanden;Desa
Deli Serdang;Kabupaten;Kutalimbaru;Sampe Cita;Desa
Deli Serdang;Kabupaten;Kutalimbaru;Sawit Rejo;Desa
Deli Serdang;Kabupaten;Kutalimbaru;Sei Mencirim;Desa
Deli Serdang;Kabupaten;Kutalimbaru;Silebo Lebo;Desa
Deli Serdang;Kabupaten;Kutalimbaru;Suka Dame;Desa
Deli Serdang;Kabupaten;Kutalimbaru;Suka Makmur;Desa
Deli Serdang;Kabupaten;Kutalimbaru;Suka Rende;Desa
Deli Serdang;Kabupaten;Sunggal;Helvetia;Desa
Deli Serdang;Kabupaten;Sunggal;Kampung Lalang;Desa
Deli Serdang;Kabupaten;Sunggal;Medan Krio;Desa
Deli Serdang;Kabupaten;Sunggal;Mulyo Rejo;Desa
Deli Serdang;Kabupaten;Sunggal;Paya Geli;Desa
Deli Serdang;Kabupaten;Sunggal;Puji Mulyo;Desa
Deli Serdang;Kabupaten;Sunggal;Purwodadi;Desa
Deli Serdang;Kabupaten;Sunggal;Sei Beras Sekata;Desa
Deli Serdang;Kabupaten;Sunggal;Sei Mencirim;Desa
Deli Serdang;Kabupaten;Sunggal;Sei Semayang;Desa
Deli Serdang;Kabupaten;Sunggal;Serba Jadi;Desa
Deli Serdang;Kabupaten;Sunggal;Suka Maju;Desa
Deli Serdang;Kabupaten;Sunggal;Sumber Melati Diski;Desa
Deli Serdang;Kabupaten;Sunggal;Sunggal Kanan;Desa
Deli Serdang;Kabupaten;Sunggal;Tanjung Gusta;Desa
Deli Serdang;Kabupaten;Sunggal;Tanjung Selamat;Desa
Deli Serdang;Kabupaten;Sunggal;Telaga Sari;Desa
Deli Serdang;Kabupaten;Hamparan Perak;Bulu Cina;Desa
Deli Serdang;Kabupaten;Hamparan Perak;Hamparan Perak;Desa
Deli Serdang;Kabupaten;Hamparan Perak;Kampung Lama;Desa
Deli Serdang;Kabupaten;Hamparan Perak;Klambir;Desa
Deli Serdang;Kabupaten;Hamparan Perak;Klambir Lima Kampung;Desa
Deli Serdang;Kabupaten;Hamparan Perak;Klambir Lima Kebon;Desa
Deli Serdang;Kabupaten;Hamparan Perak;Klumpang Kampung;Desa
Deli Serdang;Kabupaten;Hamparan Perak;Klumpang Kebon;Desa
Deli Serdang;Kabupaten;Hamparan Perak;Kota Datar;Desa
Deli Serdang;Kabupaten;Hamparan Perak;Kota Rantang;Desa
Deli Serdang;Kabupaten;Hamparan Perak;Paluh Kurau;Desa
Deli Serdang;Kabupaten;Hamparan Perak;Paluh Manan;Desa
Deli Serdang;Kabupaten;Hamparan Perak;Paya Bakung;Desa
Deli Serdang;Kabupaten;Hamparan Perak;Selemak;Desa
Deli Serdang;Kabupaten;Hamparan Perak;Sialang Muda;Desa
Deli Serdang;Kabupaten;Hamparan Perak;Sungai Baharu;Desa
Deli Serdang;Kabupaten;Hamparan Perak;Tandam Hilir Dua;Desa
Deli Serdang;Kabupaten;Hamparan Perak;Tandam Hilir Satu;Desa
Deli Serdang;Kabupaten;Hamparan Perak;Tandam Hulu Dua;Desa
Deli Serdang;Kabupaten;Hamparan Perak;Tandam Hulu Satu;Desa
Deli Serdang;Kabupaten;Labuhan Deli;Helvetia;Desa
Deli Serdang;Kabupaten;Labuhan Deli;Karang Gading;Desa
Deli Serdang;Kabupaten;Labuhan Deli;Manunggal;Desa
Deli Serdang;Kabupaten;Labuhan Deli;Pematang Johar;Desa
Deli Serdang;Kabupaten;Labuhan Deli;Telaga Tujuh;Desa
Deli Serdang;Kabupaten;Percut Sei Tuan;Amplas;Desa
Deli Serdang;Kabupaten;Percut Sei Tuan;Bandar Khalipah;Desa
Deli Serdang;Kabupaten;Percut Sei Tuan;Bandar Klippa;Desa
Deli Serdang;Kabupaten;Percut Sei Tuan;Bandar Setia;Desa
Deli Serdang;Kabupaten;Percut Sei Tuan;Cinta Damai;Desa
Deli Serdang;Kabupaten;Percut Sei Tuan;Cinta Rakyat;Desa
Deli Serdang;Kabupaten;Percut Sei Tuan;Kolam;Desa
Deli Serdang;Kabupaten;Percut Sei Tuan;Laut Dendang;Desa
Deli Serdang;Kabupaten;Percut Sei Tuan;Medan Estate;Desa
Deli Serdang;Kabupaten;Percut Sei Tuan;Pematang Lalang;Desa
Deli Serdang;Kabupaten;Percut Sei Tuan;Percut;Desa
Deli Serdang;Kabupaten;Percut Sei Tuan;Saentis;Desa
Deli Serdang;Kabupaten;Percut Sei Tuan;Sampali;Desa
Deli Serdang;Kabupaten;Percut Sei Tuan;Sei Rotan;Desa
Deli Serdang;Kabupaten;Percut Sei Tuan;Sumber Rejo Timur;Desa
Deli Serdang;Kabupaten;Percut Sei Tuan;Tanjung Rejo;Desa
Deli Serdang;Kabupaten;Percut Sei Tuan;Tanjung Selamat;Desa
Deli Serdang;Kabupaten;Percut Sei Tuan;Tembung;Desa
Deli Serdang;Kabupaten;Percut Sei Tuan;Kenangan;Kelurahan
Deli Serdang;Kabupaten;Percut Sei Tuan;Kenangan Baru;Kelurahan
Deli Serdang;Kabupaten;Batang Kuis;Bakaran Batu;Desa
Deli Serdang;Kabupaten;Batang Kuis;Baru;Desa
Deli Serdang;Kabupaten;Batang Kuis;Batang Kuis Pekan;Desa
Deli Serdang;Kabupaten;Batang Kuis;Bintang Meriah;Desa
Deli Serdang;Kabupaten;Batang Kuis;Mesjid;Desa
Deli Serdang;Kabupaten;Batang Kuis;Paya Gambar;Desa
Deli Serdang;Kabupaten;Batang Kuis;Sena;Desa
Deli Serdang;Kabupaten;Batang Kuis;Sidodadi;Desa
Deli Serdang;Kabupaten;Batang Kuis;Sugiharjo;Desa
Deli Serdang;Kabupaten;Batang Kuis;Tanjung Sari;Desa
Deli Serdang;Kabupaten;Batang Kuis;Tumpatan Nibung;Desa
Deli Serdang;Kabupaten;Pantai Labu;Bagan Serdang;Desa
Deli Serdang;Kabupaten;Pantai Labu;Binjai Bakung;Desa
Deli Serdang;Kabupaten;Pantai Labu;Denai Kuala;Desa
Deli Serdang;Kabupaten;Pantai Labu;Denai Lama;Desa
Deli Serdang;Kabupaten;Pantai Labu;Denai Sarang Burung;Desa
Deli Serdang;Kabupaten;Pantai Labu;Durian;Desa
Deli Serdang;Kabupaten;Pantai Labu;Kelambir;Desa
Deli Serdang;Kabupaten;Pantai Labu;Kubah Sentang;Desa
Deli Serdang;Kabupaten;Pantai Labu;Paluh Sebaji;Desa
Deli Serdang;Kabupaten;Pantai Labu;Pantai Labu Baru;Desa
Deli Serdang;Kabupaten;Pantai Labu;Pantai Labu Pekan;Desa
Deli Serdang;Kabupaten;Pantai Labu;Pematang Biara;Desa
Deli Serdang;Kabupaten;Pantai Labu;Perkebunan Ramunia;Desa
Deli Serdang;Kabupaten;Pantai Labu;Ramunia Dua;Desa
Deli Serdang;Kabupaten;Pantai Labu;Ramunia Satu;Desa
Deli Serdang;Kabupaten;Pantai Labu;Rantau Panjang;Desa
Deli Serdang;Kabupaten;Pantai Labu;Regemuk;Desa
Deli Serdang;Kabupaten;Pantai Labu;Sei Tuan;Desa
Deli Serdang;Kabupaten;Pantai Labu;Tengah;Desa
Deli Serdang;Kabupaten;Beringin;Aras Kabu;Desa
Deli Serdang;Kabupaten;Beringin;Beringin;Desa
Deli Serdang;Kabupaten;Beringin;Emplasmen Kuala Namu;Desa
Deli Serdang;Kabupaten;Beringin;Karang Anyar;Desa
Deli Serdang;Kabupaten;Beringin;Pasar Enam Kuala Namu;Desa
Deli Serdang;Kabupaten;Beringin;Pasar Lima Kebun Kelapa;Desa
Deli Serdang;Kabupaten;Beringin;Serdang;Desa
Deli Serdang;Kabupaten;Beringin;Sidoarjo Dua Ramunia;Desa
Deli Serdang;Kabupaten;Beringin;Sidodadi Ramunia;Desa
Deli Serdang;Kabupaten;Beringin;Sidourip;Desa
Deli Serdang;Kabupaten;Beringin;Tumpatan;Desa
Deli Serdang;Kabupaten;Pagar Merbau;Bandar Dolok;Desa
Deli Serdang;Kabupaten;Pagar Merbau;Jati Rejo;Desa
Deli Serdang;Kabupaten;Pagar Merbau;Pagar Merbau I;Desa
Deli Serdang;Kabupaten;Pagar Merbau;Pagar Merbau II;Desa
Deli Serdang;Kabupaten;Pagar Merbau;Perbarakan;Desa
Deli Serdang;Kabupaten;Pagar Merbau;Purwodadi;Desa
Deli Serdang;Kabupaten;Pagar Merbau;Sidoarjo Satu Jati Baru;Desa
Deli Serdang;Kabupaten;Pagar Merbau;Sidoarjo Satu Pasar Miring;Desa
Deli Serdang;Kabupaten;Pagar Merbau;Sidodadi Batu Delapan;Desa
Deli Serdang;Kabupaten;Pagar Merbau;Suka Mulia;Desa
Deli Serdang;Kabupaten;Pagar Merbau;Sukamandi Hilir;Desa
Deli Serdang;Kabupaten;Pagar Merbau;Sukamandi Hulu;Desa
Deli Serdang;Kabupaten;Pagar Merbau;Sumberejo;Desa
Deli Serdang;Kabupaten;Pagar Merbau;Tanjung Garbus Kampung;Desa
Deli Serdang;Kabupaten;Pagar Merbau;Tanjung Garbus II;Desa
Deli Serdang;Kabupaten;Pagar Merbau;Tanjung Mulia;Desa
Deli Serdang;Kabupaten;Lubuk Pakam;Bakaran Batu;Desa
Deli Serdang;Kabupaten;Lubuk Pakam;Pagar Jati;Desa
Deli Serdang;Kabupaten;Lubuk Pakam;Pagar Merbau III;Desa
Deli Serdang;Kabupaten;Lubuk Pakam;Pasar Melintang;Desa
Deli Serdang;Kabupaten;Lubuk Pakam;Sekip;Desa
Deli Serdang;Kabupaten;Lubuk Pakam;Tanjung Garbus I;Desa
Deli Serdang;Kabupaten;Lubuk Pakam;Cemara;Kelurahan
Deli Serdang;Kabupaten;Lubuk Pakam;Lubuk Pakam I, II;Kelurahan
Deli Serdang;Kabupaten;Lubuk Pakam;Lubuk Pakam Pekan;Kelurahan
Deli Serdang;Kabupaten;Lubuk Pakam;Lubuk Pakam III;Kelurahan
Deli Serdang;Kabupaten;Lubuk Pakam;Paluh Kemiri;Kelurahan
Deli Serdang;Kabupaten;Lubuk Pakam;Petapahan;Kelurahan
Deli Serdang;Kabupaten;Lubuk Pakam;Syahmad;Kelurahan
Deli Serdang;Kabupaten;Galang;Bandar Kuala;Desa
Deli Serdang;Kabupaten;Galang;Baru Titi Besi;Desa
Deli Serdang;Kabupaten;Galang;Batu Lokong;Desa
Deli Serdang;Kabupaten;Galang;Galang Barat;Desa
Deli Serdang;Kabupaten;Galang;Galang Suka;Desa
Deli Serdang;Kabupaten;Galang;Jaharun A;Desa
Deli Serdang;Kabupaten;Galang;Jaharun B;Desa
Deli Serdang;Kabupaten;Galang;Juhar Baru;Desa
Deli Serdang;Kabupaten;Galang;Kelapa Satu;Desa
Deli Serdang;Kabupaten;Galang;Kramat Gajah;Desa
Deli Serdang;Kabupaten;Galang;Kotangan;Desa
Deli Serdang;Kabupaten;Galang;Kotasan;Desa
Deli Serdang;Kabupaten;Galang;Nogorejo;Desa
Deli Serdang;Kabupaten;Galang;Paku;Desa
Deli Serdang;Kabupaten;Galang;Paya Itik;Desa
Deli Serdang;Kabupaten;Galang;Paya Kuda;Desa
Deli Serdang;Kabupaten;Galang;Paya Sampir;Desa
Deli Serdang;Kabupaten;Galang;Pisang Pala;Desa
Deli Serdang;Kabupaten;Galang;Petangguhan;Desa
Deli Serdang;Kabupaten;Galang;Petumbukan;Desa
Deli Serdang;Kabupaten;Galang;Pulo Tagor Baru;Desa
Deli Serdang;Kabupaten;Galang;Sei Karang;Desa
Deli Serdang;Kabupaten;Galang;Sei Putih;Desa
Deli Serdang;Kabupaten;Galang;Tanah Abang;Desa
Deli Serdang;Kabupaten;Galang;Tanah Merah;Desa
Deli Serdang;Kabupaten;Galang;Tanjung Gusti;Desa
Deli Serdang;Kabupaten;Galang;Tanjung Siporkis;Desa
Deli Serdang;Kabupaten;Galang;Timbang Deli;Desa
Deli Serdang;Kabupaten;Galang;Galang Kota;Kelurahan
Deli Serdang;Kabupaten;Bangun Purba;Bagerpang;Desa
Deli Serdang;Kabupaten;Bangun Purba;Bah Balua;Desa
Deli Serdang;Kabupaten;Bangun Purba;Bah Perak;Desa
Deli Serdang;Kabupaten;Bangun Purba;Bandar Gunung;Desa
Deli Serdang;Kabupaten;Bangun Purba;Bandar Kwala;Desa
Deli Serdang;Kabupaten;Bangun Purba;Bandar Meriah;Desa
Deli Serdang;Kabupaten;Bangun Purba;Bangun Purba;Desa
Deli Serdang;Kabupaten;Bangun Purba;Bangun Purba Tengah;Desa
Deli Serdang;Kabupaten;Bangun Purba;Batu Gingging;Desa
Deli Serdang;Kabupaten;Bangun Purba;Batu Rata;Desa
Deli Serdang;Kabupaten;Bangun Purba;Cimahe;Desa
Deli Serdang;Kabupaten;Bangun Purba;Damak Maliho;Desa
Deli Serdang;Kabupaten;Bangun Purba;Greahan;Desa
Deli Serdang;Kabupaten;Bangun Purba;Mabar;Desa
Deli Serdang;Kabupaten;Bangun Purba;Marombun Barat;Desa
Deli Serdang;Kabupaten;Bangun Purba;Marombun Ujung Jawi;Desa
Deli Serdang;Kabupaten;Bangun Purba;Perguruan;Desa
Deli Serdang;Kabupaten;Bangun Purba;Rumah Deleng;Desa
Deli Serdang;Kabupaten;Bangun Purba;Sialang;Desa
Deli Serdang;Kabupaten;Bangun Purba;Sibaganding;Desa
Deli Serdang;Kabupaten;Bangun Purba;Suka Lewei;Desa
Deli Serdang;Kabupaten;Bangun Purba;Tanjung Purba;Desa
Deli Serdang;Kabupaten;Bangun Purba;Ujung Rambe;Desa
Deli Serdang;Kabupaten;Bangun Purba;Urung Ganjang;Desa
Deli Serdang;Kabupaten;Gunung Meriah;Bintang Meriah;Desa
Deli Serdang;Kabupaten;Gunung Meriah;Gunung Meriah;Desa
Deli Serdang;Kabupaten;Gunung Meriah;Gunung Paribuan;Desa
Deli Serdang;Kabupaten;Gunung Meriah;Gunung Seribu;Desa
Deli Serdang;Kabupaten;Gunung Meriah;Gunung Sinembah;Desa
Deli Serdang;Kabupaten;Gunung Meriah;Kuta Bayu;Desa
Deli Serdang;Kabupaten;Gunung Meriah;Kuta Tengah;Desa
Deli Serdang;Kabupaten;Gunung Meriah;Marjanji Pematang;Desa
Deli Serdang;Kabupaten;Gunung Meriah;Marjanji Tongah;Desa
Deli Serdang;Kabupaten;Gunung Meriah;Pekan Gunung Meriah;Desa
Deli Serdang;Kabupaten;Gunung Meriah;Simempar;Desa
Deli Serdang;Kabupaten;Gunung Meriah;Ujung Meriah;Desa
Deli Serdang;Kabupaten;Sinembah Tanjung Muda Hulu;Bah-Bah Buntu;Desa
Deli Serdang;Kabupaten;Sinembah Tanjung Muda Hulu;Durian Empat Mbelang;Desa
Deli Serdang;Kabupaten;Sinembah Tanjung Muda Hulu;Durin Tinggung;Desa
Deli Serdang;Kabupaten;Sinembah Tanjung Muda Hulu;Gunung Manumpak A;Desa
Deli Serdang;Kabupaten;Sinembah Tanjung Muda Hulu;Gunung Manumpak B;Desa
Deli Serdang;Kabupaten;Sinembah Tanjung Muda Hulu;Kuta Mbelin;Desa
Deli Serdang;Kabupaten;Sinembah Tanjung Muda Hulu;Liang Muda;Desa
Deli Serdang;Kabupaten;Sinembah Tanjung Muda Hulu;Liang Pematang;Desa
Deli Serdang;Kabupaten;Sinembah Tanjung Muda Hulu;Ranggitgit;Desa
Deli Serdang;Kabupaten;Sinembah Tanjung Muda Hulu;Rumah Lengo;Desa
Deli Serdang;Kabupaten;Sinembah Tanjung Muda Hulu;Rumah Rih;Desa
Deli Serdang;Kabupaten;Sinembah Tanjung Muda Hulu;Rumah Sumbul;Desa
